Region,Province,Municipality,Year,Count
Region III - Central Luzon,BULACAN,ANGAT,2001,34
Region III - Central Luzon,BULACAN,ANGAT,2002,41
Region III - Central Luzon,BULACAN,ANGAT,2003,40
Region III - Central Luzon,BULACAN,ANGAT,2004,27
Region III - Central Luzon,BULACAN,ANGAT,2005,42
Region III - Central Luzon,BULACAN,ANGAT,2006,45
Region III - Central Luzon,BULACAN,ANGAT,2007,65
Region III - Central Luzon,BULACAN,ANGAT,2008,60
Region III - Central Luzon,BULACAN,ANGAT,2009,42
Region III - Central Luzon,BULACAN,ANGAT,2010,57
Region III - Central Luzon,BULACAN,ANGAT,2011,57
Region III - Central Luzon,BULACAN,ANGAT,2012,62
Region III - Central Luzon,BULACAN,ANGAT,2013,63
Region III - Central Luzon,BULACAN,ANGAT,2014,46
Region III - Central Luzon,BULACAN,ANGAT,2015,59
Region III - Central Luzon,BULACAN,ANGAT,2016,100
Region III - Central Luzon,BULACAN,ANGAT,2017,51
Region III - Central Luzon,BULACAN,ANGAT,2018,52
Region III - Central Luzon,BULACAN,ANGAT,2019,58
Region III - Central Luzon,BULACAN,ANGAT,2020,12
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),1988,41
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),1989,47
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),1990,38
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),1991,43
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),1992,42
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),1993,43
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),1994,58
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),1995,50
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),1996,40
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),1997,42
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),1998,21
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),1999,45
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),2000,38
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),2001,51
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),2002,63
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),2003,28
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),2004,69
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),2005,55
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),2006,77
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),2007,77
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),2008,60
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),2009,101
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),2010,77
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),2011,74
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),2012,67
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),2013,77
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),2014,65
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),2015,98
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),2016,75
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),2017,53
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),2018,66
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),2019,54
Region III - Central Luzon,BULACAN,BALAGTAS (BIGAA),2020,16
Region III - Central Luzon,BULACAN,BALIUAG,1988,61
Region III - Central Luzon,BULACAN,BALIUAG,1989,73
Region III - Central Luzon,BULACAN,BALIUAG,1990,97
Region III - Central Luzon,BULACAN,BALIUAG,1991,66
Region III - Central Luzon,BULACAN,BALIUAG,1992,99
Region III - Central Luzon,BULACAN,BALIUAG,1993,63
Region III - Central Luzon,BULACAN,BALIUAG,1994,118
Region III - Central Luzon,BULACAN,BALIUAG,1995,74
Region III - Central Luzon,BULACAN,BALIUAG,1996,95
Region III - Central Luzon,BULACAN,BALIUAG,1997,101
Region III - Central Luzon,BULACAN,BALIUAG,1998,62
Region III - Central Luzon,BULACAN,BALIUAG,1999,59
Region III - Central Luzon,BULACAN,BALIUAG,2000,94
Region III - Central Luzon,BULACAN,BALIUAG,2001,88
Region III - Central Luzon,BULACAN,BALIUAG,2002,78
Region III - Central Luzon,BULACAN,BALIUAG,2003,85
Region III - Central Luzon,BULACAN,BALIUAG,2004,92
Region III - Central Luzon,BULACAN,BALIUAG,2005,93
Region III - Central Luzon,BULACAN,BALIUAG,2006,160
Region III - Central Luzon,BULACAN,BALIUAG,2007,146
Region III - Central Luzon,BULACAN,BALIUAG,2008,125
Region III - Central Luzon,BULACAN,BALIUAG,2009,167
Region III - Central Luzon,BULACAN,BALIUAG,2010,148
Region III - Central Luzon,BULACAN,BALIUAG,2011,133
Region III - Central Luzon,BULACAN,BALIUAG,2012,165
Region III - Central Luzon,BULACAN,BALIUAG,2013,178
Region III - Central Luzon,BULACAN,BALIUAG,2014,159
Region III - Central Luzon,BULACAN,BALIUAG,2015,190
Region III - Central Luzon,BULACAN,BALIUAG,2016,171
Region III - Central Luzon,BULACAN,BALIUAG,2017,174
Region III - Central Luzon,BULACAN,BALIUAG,2018,152
Region III - Central Luzon,BULACAN,BALIUAG,2019,114
Region III - Central Luzon,BULACAN,BALIUAG,2020,39
Region III - Central Luzon,BULACAN,BOCAUE,1988,60
Region III - Central Luzon,BULACAN,BOCAUE,1989,54
Region III - Central Luzon,BULACAN,BOCAUE,1990,75
Region III - Central Luzon,BULACAN,BOCAUE,1991,75
Region III - Central Luzon,BULACAN,BOCAUE,1992,69
Region III - Central Luzon,BULACAN,BOCAUE,1993,73
Region III - Central Luzon,BULACAN,BOCAUE,1994,77
Region III - Central Luzon,BULACAN,BOCAUE,1995,70
Region III - Central Luzon,BULACAN,BOCAUE,1996,78
Region III - Central Luzon,BULACAN,BOCAUE,1997,67
Region III - Central Luzon,BULACAN,BOCAUE,1998,45
Region III - Central Luzon,BULACAN,BOCAUE,1999,36
Region III - Central Luzon,BULACAN,BOCAUE,2000,69
Region III - Central Luzon,BULACAN,BOCAUE,2001,51
Region III - Central Luzon,BULACAN,BOCAUE,2002,71
Region III - Central Luzon,BULACAN,BOCAUE,2003,59
Region III - Central Luzon,BULACAN,BOCAUE,2004,83
Region III - Central Luzon,BULACAN,BOCAUE,2005,59
Region III - Central Luzon,BULACAN,BOCAUE,2006,89
Region III - Central Luzon,BULACAN,BOCAUE,2007,84
Region III - Central Luzon,BULACAN,BOCAUE,2008,103
Region III - Central Luzon,BULACAN,BOCAUE,2009,115
Region III - Central Luzon,BULACAN,BOCAUE,2010,105
Region III - Central Luzon,BULACAN,BOCAUE,2011,125
Region III - Central Luzon,BULACAN,BOCAUE,2012,129
Region III - Central Luzon,BULACAN,BOCAUE,2013,105
Region III - Central Luzon,BULACAN,BOCAUE,2014,114
Region III - Central Luzon,BULACAN,BOCAUE,2015,96
Region III - Central Luzon,BULACAN,BOCAUE,2016,99
Region III - Central Luzon,BULACAN,BOCAUE,2017,79
Region III - Central Luzon,BULACAN,BOCAUE,2018,78
Region III - Central Luzon,BULACAN,BOCAUE,2019,80
Region III - Central Luzon,BULACAN,BOCAUE,2020,19
Region III - Central Luzon,BULACAN,BULACAN,1988,29
Region III - Central Luzon,BULACAN,BULACAN,1989,31
Region III - Central Luzon,BULACAN,BULACAN,1990,40
Region III - Central Luzon,BULACAN,BULACAN,1991,32
Region III - Central Luzon,BULACAN,BULACAN,1992,44
Region III - Central Luzon,BULACAN,BULACAN,1993,62
Region III - Central Luzon,BULACAN,BULACAN,1994,43
Region III - Central Luzon,BULACAN,BULACAN,1995,45
Region III - Central Luzon,BULACAN,BULACAN,1996,43
Region III - Central Luzon,BULACAN,BULACAN,1997,27
Region III - Central Luzon,BULACAN,BULACAN,1998,25
Region III - Central Luzon,BULACAN,BULACAN,1999,32
Region III - Central Luzon,BULACAN,BULACAN,2000,48
Region III - Central Luzon,BULACAN,BULACAN,2001,47
Region III - Central Luzon,BULACAN,BULACAN,2002,55
Region III - Central Luzon,BULACAN,BULACAN,2003,53
Region III - Central Luzon,BULACAN,BULACAN,2004,56
Region III - Central Luzon,BULACAN,BULACAN,2005,58
Region III - Central Luzon,BULACAN,BULACAN,2006,79
Region III - Central Luzon,BULACAN,BULACAN,2007,76
Region III - Central Luzon,BULACAN,BULACAN,2008,67
Region III - Central Luzon,BULACAN,BULACAN,2009,48
Region III - Central Luzon,BULACAN,BULACAN,2010,80
Region III - Central Luzon,BULACAN,BULACAN,2011,73
Region III - Central Luzon,BULACAN,BULACAN,2012,78
Region III - Central Luzon,BULACAN,BULACAN,2013,59
Region III - Central Luzon,BULACAN,BULACAN,2014,69
Region III - Central Luzon,BULACAN,BULACAN,2015,91
Region III - Central Luzon,BULACAN,BULACAN,2016,67
Region III - Central Luzon,BULACAN,BULACAN,2017,66
Region III - Central Luzon,BULACAN,BULACAN,2018,51
Region III - Central Luzon,BULACAN,BULACAN,2019,45
Region III - Central Luzon,BULACAN,BULACAN,2020,14
Region III - Central Luzon,BULACAN,BUSTOS,1988,15
Region III - Central Luzon,BULACAN,BUSTOS,1989,26
Region III - Central Luzon,BULACAN,BUSTOS,1990,15
Region III - Central Luzon,BULACAN,BUSTOS,1991,27
Region III - Central Luzon,BULACAN,BUSTOS,1992,42
Region III - Central Luzon,BULACAN,BUSTOS,1993,17
Region III - Central Luzon,BULACAN,BUSTOS,1994,20
Region III - Central Luzon,BULACAN,BUSTOS,1995,19
Region III - Central Luzon,BULACAN,BUSTOS,1996,28
Region III - Central Luzon,BULACAN,BUSTOS,1997,20
Region III - Central Luzon,BULACAN,BUSTOS,1998,20
Region III - Central Luzon,BULACAN,BUSTOS,1999,17
Region III - Central Luzon,BULACAN,BUSTOS,2000,37
Region III - Central Luzon,BULACAN,BUSTOS,2001,21
Region III - Central Luzon,BULACAN,BUSTOS,2002,26
Region III - Central Luzon,BULACAN,BUSTOS,2003,14
Region III - Central Luzon,BULACAN,BUSTOS,2004,42
Region III - Central Luzon,BULACAN,BUSTOS,2005,26
Region III - Central Luzon,BULACAN,BUSTOS,2006,51
Region III - Central Luzon,BULACAN,BUSTOS,2007,46
Region III - Central Luzon,BULACAN,BUSTOS,2008,34
Region III - Central Luzon,BULACAN,BUSTOS,2009,65
Region III - Central Luzon,BULACAN,BUSTOS,2010,70
Region III - Central Luzon,BULACAN,BUSTOS,2011,59
Region III - Central Luzon,BULACAN,BUSTOS,2012,81
Region III - Central Luzon,BULACAN,BUSTOS,2013,70
Region III - Central Luzon,BULACAN,BUSTOS,2014,52
Region III - Central Luzon,BULACAN,BUSTOS,2015,59
Region III - Central Luzon,BULACAN,BUSTOS,2016,61
Region III - Central Luzon,BULACAN,BUSTOS,2017,64
Region III - Central Luzon,BULACAN,BUSTOS,2018,45
Region III - Central Luzon,BULACAN,BUSTOS,2019,56
Region III - Central Luzon,BULACAN,BUSTOS,2020,9
Region III - Central Luzon,BULACAN,CALUMPIT,1988,37
Region III - Central Luzon,BULACAN,CALUMPIT,1989,44
Region III - Central Luzon,BULACAN,CALUMPIT,1990,39
Region III - Central Luzon,BULACAN,CALUMPIT,1991,64
Region III - Central Luzon,BULACAN,CALUMPIT,1992,38
Region III - Central Luzon,BULACAN,CALUMPIT,1993,50
Region III - Central Luzon,BULACAN,CALUMPIT,1994,61
Region III - Central Luzon,BULACAN,CALUMPIT,1995,47
Region III - Central Luzon,BULACAN,CALUMPIT,1996,60
Region III - Central Luzon,BULACAN,CALUMPIT,1997,41
Region III - Central Luzon,BULACAN,CALUMPIT,1998,24
Region III - Central Luzon,BULACAN,CALUMPIT,1999,54
Region III - Central Luzon,BULACAN,CALUMPIT,2000,43
Region III - Central Luzon,BULACAN,CALUMPIT,2001,51
Region III - Central Luzon,BULACAN,CALUMPIT,2002,46
Region III - Central Luzon,BULACAN,CALUMPIT,2003,52
Region III - Central Luzon,BULACAN,CALUMPIT,2004,66
Region III - Central Luzon,BULACAN,CALUMPIT,2005,57
Region III - Central Luzon,BULACAN,CALUMPIT,2006,96
Region III - Central Luzon,BULACAN,CALUMPIT,2007,89
Region III - Central Luzon,BULACAN,CALUMPIT,2008,59
Region III - Central Luzon,BULACAN,CALUMPIT,2009,84
Region III - Central Luzon,BULACAN,CALUMPIT,2010,65
Region III - Central Luzon,BULACAN,CALUMPIT,2011,103
Region III - Central Luzon,BULACAN,CALUMPIT,2012,124
Region III - Central Luzon,BULACAN,CALUMPIT,2013,85
Region III - Central Luzon,BULACAN,CALUMPIT,2014,109
Region III - Central Luzon,BULACAN,CALUMPIT,2015,92
Region III - Central Luzon,BULACAN,CALUMPIT,2016,128
Region III - Central Luzon,BULACAN,CALUMPIT,2017,125
Region III - Central Luzon,BULACAN,CALUMPIT,2018,112
Region III - Central Luzon,BULACAN,CALUMPIT,2019,89
Region III - Central Luzon,BULACAN,CALUMPIT,2020,39
Region III - Central Luzon,BULACAN,DOÑA REMEDIOS TRINIDAD,1992,1
Region III - Central Luzon,BULACAN,DOÑA REMEDIOS TRINIDAD,2000,2
Region III - Central Luzon,BULACAN,DOÑA REMEDIOS TRINIDAD,2004,1
Region III - Central Luzon,BULACAN,DOÑA REMEDIOS TRINIDAD,2005,1
Region III - Central Luzon,BULACAN,DOÑA REMEDIOS TRINIDAD,2006,3
Region III - Central Luzon,BULACAN,DOÑA REMEDIOS TRINIDAD,2007,1
Region III - Central Luzon,BULACAN,DOÑA REMEDIOS TRINIDAD,2008,2
Region III - Central Luzon,BULACAN,DOÑA REMEDIOS TRINIDAD,2009,10
Region III - Central Luzon,BULACAN,DOÑA REMEDIOS TRINIDAD,2010,2
Region III - Central Luzon,BULACAN,DOÑA REMEDIOS TRINIDAD,2011,2
Region III - Central Luzon,BULACAN,DOÑA REMEDIOS TRINIDAD,2012,4
Region III - Central Luzon,BULACAN,DOÑA REMEDIOS TRINIDAD,2013,5
Region III - Central Luzon,BULACAN,DOÑA REMEDIOS TRINIDAD,2014,7
Region III - Central Luzon,BULACAN,DOÑA REMEDIOS TRINIDAD,2015,2
Region III - Central Luzon,BULACAN,DOÑA REMEDIOS TRINIDAD,2016,2
Region III - Central Luzon,BULACAN,DOÑA REMEDIOS TRINIDAD,2018,3
Region III - Central Luzon,BULACAN,DOÑA REMEDIOS TRINIDAD,2020,1
Region III - Central Luzon,BULACAN,GUIGUINTO,1988,17
Region III - Central Luzon,BULACAN,GUIGUINTO,1989,21
Region III - Central Luzon,BULACAN,GUIGUINTO,1990,37
Region III - Central Luzon,BULACAN,GUIGUINTO,1991,36
Region III - Central Luzon,BULACAN,GUIGUINTO,1992,41
Region III - Central Luzon,BULACAN,GUIGUINTO,1993,48
Region III - Central Luzon,BULACAN,GUIGUINTO,1994,53
Region III - Central Luzon,BULACAN,GUIGUINTO,1995,60
Region III - Central Luzon,BULACAN,GUIGUINTO,1996,47
Region III - Central Luzon,BULACAN,GUIGUINTO,1997,37
Region III - Central Luzon,BULACAN,GUIGUINTO,1998,27
Region III - Central Luzon,BULACAN,GUIGUINTO,1999,41
Region III - Central Luzon,BULACAN,GUIGUINTO,2000,55
Region III - Central Luzon,BULACAN,GUIGUINTO,2001,37
Region III - Central Luzon,BULACAN,GUIGUINTO,2002,34
Region III - Central Luzon,BULACAN,GUIGUINTO,2003,56
Region III - Central Luzon,BULACAN,GUIGUINTO,2004,56
Region III - Central Luzon,BULACAN,GUIGUINTO,2005,74
Region III - Central Luzon,BULACAN,GUIGUINTO,2006,97
Region III - Central Luzon,BULACAN,GUIGUINTO,2007,101
Region III - Central Luzon,BULACAN,GUIGUINTO,2008,69
Region III - Central Luzon,BULACAN,GUIGUINTO,2009,115
Region III - Central Luzon,BULACAN,GUIGUINTO,2010,131
Region III - Central Luzon,BULACAN,GUIGUINTO,2011,102
Region III - Central Luzon,BULACAN,GUIGUINTO,2012,113
Region III - Central Luzon,BULACAN,GUIGUINTO,2013,94
Region III - Central Luzon,BULACAN,GUIGUINTO,2014,104
Region III - Central Luzon,BULACAN,GUIGUINTO,2015,107
Region III - Central Luzon,BULACAN,GUIGUINTO,2016,104
Region III - Central Luzon,BULACAN,GUIGUINTO,2017,85
Region III - Central Luzon,BULACAN,GUIGUINTO,2018,83
Region III - Central Luzon,BULACAN,GUIGUINTO,2019,70
Region III - Central Luzon,BULACAN,GUIGUINTO,2020,15
Region III - Central Luzon,BULACAN,HAGONOY,1988,58
Region III - Central Luzon,BULACAN,HAGONOY,1989,68
Region III - Central Luzon,BULACAN,HAGONOY,1990,94
Region III - Central Luzon,BULACAN,HAGONOY,1991,84
Region III - Central Luzon,BULACAN,HAGONOY,1992,77
Region III - Central Luzon,BULACAN,HAGONOY,1993,115
Region III - Central Luzon,BULACAN,HAGONOY,1994,132
Region III - Central Luzon,BULACAN,HAGONOY,1995,83
Region III - Central Luzon,BULACAN,HAGONOY,1996,75
Region III - Central Luzon,BULACAN,HAGONOY,1997,36
Region III - Central Luzon,BULACAN,HAGONOY,1998,63
Region III - Central Luzon,BULACAN,HAGONOY,1999,84
Region III - Central Luzon,BULACAN,HAGONOY,2000,81
Region III - Central Luzon,BULACAN,HAGONOY,2001,79
Region III - Central Luzon,BULACAN,HAGONOY,2002,57
Region III - Central Luzon,BULACAN,HAGONOY,2003,95
Region III - Central Luzon,BULACAN,HAGONOY,2004,86
Region III - Central Luzon,BULACAN,HAGONOY,2005,95
Region III - Central Luzon,BULACAN,HAGONOY,2006,113
Region III - Central Luzon,BULACAN,HAGONOY,2007,108
Region III - Central Luzon,BULACAN,HAGONOY,2008,132
Region III - Central Luzon,BULACAN,HAGONOY,2009,113
Region III - Central Luzon,BULACAN,HAGONOY,2010,147
Region III - Central Luzon,BULACAN,HAGONOY,2011,117
Region III - Central Luzon,BULACAN,HAGONOY,2012,117
Region III - Central Luzon,BULACAN,HAGONOY,2013,100
Region III - Central Luzon,BULACAN,HAGONOY,2014,98
Region III - Central Luzon,BULACAN,HAGONOY,2015,104
Region III - Central Luzon,BULACAN,HAGONOY,2016,114
Region III - Central Luzon,BULACAN,HAGONOY,2017,93
Region III - Central Luzon,BULACAN,HAGONOY,2018,77
Region III - Central Luzon,BULACAN,HAGONOY,2019,83
Region III - Central Luzon,BULACAN,HAGONOY,2020,28
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),1988,130
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),1989,135
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),1990,194
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),1991,190
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),1992,174
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),1993,198
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),1994,190
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),1995,178
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),1996,166
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),1997,172
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),1998,133
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),1999,112
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),2000,163
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),2001,207
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),2002,198
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),2003,194
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),2004,222
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),2005,240
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),2006,310
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),2007,315
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),2008,253
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),2009,289
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),2010,294
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),2011,355
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),2012,335
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),2013,339
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),2014,396
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),2015,389
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),2016,383
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),2017,393
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),2018,282
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),2019,251
Region III - Central Luzon,BULACAN,MALOLOS  (CAPITAL),2020,58
Region III - Central Luzon,BULACAN,MARILAO,1988,86
Region III - Central Luzon,BULACAN,MARILAO,1989,66
Region III - Central Luzon,BULACAN,MARILAO,1990,81
Region III - Central Luzon,BULACAN,MARILAO,1991,69
Region III - Central Luzon,BULACAN,MARILAO,1992,85
Region III - Central Luzon,BULACAN,MARILAO,1993,78
Region III - Central Luzon,BULACAN,MARILAO,1994,90
Region III - Central Luzon,BULACAN,MARILAO,1995,84
Region III - Central Luzon,BULACAN,MARILAO,1996,96
Region III - Central Luzon,BULACAN,MARILAO,1997,96
Region III - Central Luzon,BULACAN,MARILAO,1998,61
Region III - Central Luzon,BULACAN,MARILAO,1999,90
Region III - Central Luzon,BULACAN,MARILAO,2000,124
Region III - Central Luzon,BULACAN,MARILAO,2001,113
Region III - Central Luzon,BULACAN,MARILAO,2002,116
Region III - Central Luzon,BULACAN,MARILAO,2003,132
Region III - Central Luzon,BULACAN,MARILAO,2004,173
Region III - Central Luzon,BULACAN,MARILAO,2005,165
Region III - Central Luzon,BULACAN,MARILAO,2006,233
Region III - Central Luzon,BULACAN,MARILAO,2007,193
Region III - Central Luzon,BULACAN,MARILAO,2008,215
Region III - Central Luzon,BULACAN,MARILAO,2009,202
Region III - Central Luzon,BULACAN,MARILAO,2010,266
Region III - Central Luzon,BULACAN,MARILAO,2011,239
Region III - Central Luzon,BULACAN,MARILAO,2012,263
Region III - Central Luzon,BULACAN,MARILAO,2013,251
Region III - Central Luzon,BULACAN,MARILAO,2014,238
Region III - Central Luzon,BULACAN,MARILAO,2015,284
Region III - Central Luzon,BULACAN,MARILAO,2016,263
Region III - Central Luzon,BULACAN,MARILAO,2017,186
Region III - Central Luzon,BULACAN,MARILAO,2018,231
Region III - Central Luzon,BULACAN,MARILAO,2019,192
Region III - Central Luzon,BULACAN,MARILAO,2020,31
Region III - Central Luzon,BULACAN,MEYCAUAYAN,1988,184
Region III - Central Luzon,BULACAN,MEYCAUAYAN,1989,207
Region III - Central Luzon,BULACAN,MEYCAUAYAN,1990,264
Region III - Central Luzon,BULACAN,MEYCAUAYAN,1991,238
Region III - Central Luzon,BULACAN,MEYCAUAYAN,1992,213
Region III - Central Luzon,BULACAN,MEYCAUAYAN,1993,226
Region III - Central Luzon,BULACAN,MEYCAUAYAN,1994,177
Region III - Central Luzon,BULACAN,MEYCAUAYAN,1995,189
Region III - Central Luzon,BULACAN,MEYCAUAYAN,1996,225
Region III - Central Luzon,BULACAN,MEYCAUAYAN,1997,219
Region III - Central Luzon,BULACAN,MEYCAUAYAN,1998,184
Region III - Central Luzon,BULACAN,MEYCAUAYAN,1999,159
Region III - Central Luzon,BULACAN,MEYCAUAYAN,2000,236
Region III - Central Luzon,BULACAN,MEYCAUAYAN,2001,239
Region III - Central Luzon,BULACAN,MEYCAUAYAN,2002,279
Region III - Central Luzon,BULACAN,MEYCAUAYAN,2003,230
Region III - Central Luzon,BULACAN,MEYCAUAYAN,2004,278
Region III - Central Luzon,BULACAN,MEYCAUAYAN,2005,313
Region III - Central Luzon,BULACAN,MEYCAUAYAN,2006,368
Region III - Central Luzon,BULACAN,MEYCAUAYAN,2007,292
Region III - Central Luzon,BULACAN,MEYCAUAYAN,2008,287
Region III - Central Luzon,BULACAN,MEYCAUAYAN,2009,281
Region III - Central Luzon,BULACAN,MEYCAUAYAN,2010,332
